52;47;52;56
79;69;93;80
23;49;76;11
46;94;7;5
3;81;44;50
30;47;63;30
46;9;6;79
19;15;40;94
48;16;16;8
9;37;33;12
37;67;70;67
54;23;47;98
36;18;71;52
31;29;42;82
86;89;13;84
22;86;18;88
20;4;83;20
45;1;100;47
5;4;28;48
56;80;85;96
70;49;3;2
12;20;51;91
21;10;10;77
77;8;30;1
28;62;25;52
96;63;41;59
100;52;74;45
21;14;21;10
18;62;98;89
79;39;82;22
92;86;5;91
5;30;96;87
67;11;63;61
22;44;44;60
83;12;14;7
77;96;4;23
40;30;6;49
15;3;16;72
63;46;61;54
40;87;40;88
62;93;15;17
20;76;12;38
47;9;76;72
20;30;84;82
49;49;94;69
9;24;52;41
11;46;3;19
34;30;1;3
96;8;49;71
35;16;12;99
97;17;32;17
33;87;91;94
69;96;10;89
42;21;34;89
84;10;76;85
98;38;51;98
91;5;54;1
64;10;88;58
48;43;79;7
40;85;45;56
37;83;33;99
77;87;23;77
17;23;53;35
91;37;61;87
17;54;59;60
43;32;59;13
30;77;57;77
85;28;62;96
26;2;37;14
61;52;95;77
82;80;26;43
34;2;88;22
28;97;97;32
13;65;19;53
19;99;88;72
17;32;73;2
88;20;38;29
11;11;82;40
67;94;25;21
25;62;89;69
70;91;50;6
27;89;35;81
5;17;51;53
38;17;17;75
41;81;19;75
11;76;10;20
5;77;26;84
75;45;88;45
5;35;98;8
8;28;18;18
24;90;63;89
40;62;35;54
27;67;50;94
62;28;54;36
85;43;89;32
60;37;56;36
84;22;28;40
41;84;86;91
80;33;67;42
48;44;21;30
20;48;74;74
48;39;49;67
39;100;16;90
90;66;16;58
53;74;35;15
12;12;68;21
69;32;82;46
9;75;97;80
34;36;39;41
97;64;17;56
75;34;6;2
63;49;63;50
70;3;57;42
59;10;8;61
79;47;6;13
81;68;93;55
54;55;18;18
83;17;55;10
53;60;38;69
57;47;11;67
29;10;42;31
75;41;78;15
20;20;71;29
37;57;85;63
20;37;65;24
43;17;13;55
94;49;28;76
75;95;95;91
68;39;95;41
96;60;28;4
95;84;88;41
64;26;68;74
89;74;12;27
53;15;63;53
87;57;8;24
2;95;43;40
70;67;32;11
45;98;12;71
68;30;86;93
91;91;49;52
23;60;20;47
59;87;42;83
9;51;20;68
39;73;67;91
47;47;11;83
56;25;46;74
9;95;5;82
14;53;43;27
97;88;51;21
2;74;74;59
10;10;30;59
65;88;80;82
96;21;97;85
34;16;59;58
43;90;30;11
17;84;97;84
41;54;44;12
24;33;79;96
96;44;67;97
28;40;89;36
43;97;32;92
77;5;77;46
90;43;35;49
54;40;97;97
35;39;89;71
38;34;28;82
43;50;54;29
11;8;97;91
48;88;29;38
71;81;73;87
1;28;56;38
31;65;65;74
58;14;12;3
10;30;62;99
10;93;99;61
77;2;30;71
52;97;4;70
47;21;60;60
42;76;72;95
91;21;41;17
81;96;15;47
34;12;83;69
16;27;23;62
75;75;44;64
47;13;61;86
67;88;42;33
7;70;48;93
60;87;29;69
20;90;96;44
77;83;9;9
77;62;7;31
38;34;45;25
23;48;48;56
85;6;18;50
88;31;36;19
76;17;8;1
10;25;26;61
92;98;8;31
90;96;88;72
64;81;63;93
75;17;91;75
65;100;98;18
36;82;73;50
88;57;3;30
95;80;57;77
79;61;94;94
66;55;58;12
43;75;36;59
94;78;55;22
79;77;78;55
45;69;93;34
22;34;23;23
29;10;88;80
38;80;3;23
3;5;37;96
6;21;89;81
76;52;76;9
17;7;80;37
92;88;62;89
13;42;69;11
99;63;29;68
34;94;90;64
6;8;6;8
17;87;26;42
21;64;35;14
26;59;82;77
27;26;37;26
67;87;40;65
38;34;27;30
42;16;65;63
89;86;25;8
81;3;76;49
86;15;42;37
99;6;81;81
31;20;11;12
93;12;46;66
79;60;39;58
87;16;32;40
34;39;54;91
20;12;20;38
66;97;19;86
29;72;49;87
88;33;53;62
11;12;30;64
97;28;18;28
65;72;50;91
20;91;53;4
69;28;69;6
62;60;43;41
81;54;13;62
59;68;4;86
31;57;4;96
81;85;13;33
85;44;79;57
86;41;81;12
51;59;51;96
43;36;79;9
91;93;12;66
29;24;100;73
62;87;6;15
21;31;4;17
48;53;54;53
70;38;94;73
95;4;87;34
36;55;88;99
100;54;6;8
41;81;11;11
22;65;45;50
80;83;50;98
58;24;46;42
33;18;55;5
38;57;89;46
27;95;28;28
26;42;15;13
44;33;50;88
62;100;70;40
33;82;59;90
25;25;77;96
45;30;30;67
96;64;32;49
95;1;63;43
49;76;35;37
20;14;19;64
14;88;46;11
53;6;4;60
61;34;89;46
1;13;54;60
72;54;58;70
95;100;25;84
63;63;58;65
7;67;35;10
54;26;27;1
8;73;69;95
32;6;68;40
85;50;81;50
14;26;27;72
25;77;30;86
99;8;88;34
4;67;78;92
46;81;38;28
7;49;55;49
98;39;98;58
51;37;14;83
4;97;57;74
85;20;13;83
63;48;63;51
66;94;84;84
46;77;70;92
79;47;7;46
9;96;12;73
73;80;81;18
6;68;9;24
77;29;76;86
76;58;30;48
100;50;53;72
22;96;14;6
55;43;57;30
27;99;68;6
24;51;27;44
79;57;27;21
9;17;51;10
16;1;35;78
72;44;62;62
50;26;21;52
53;65;35;77
59;15;84;41
2;6;5;78
23;13;23;12
15;59;68;24
73;47;7;47
62;7;74;71
36;97;3;42
86;69;41;41
72;70;55;15
70;38;83;82
84;33;58;42
22;17;10;84
48;67;72;32
74;6;89;35
26;6;89;87
59;52;43;52
43;34;74;27
69;41;63;38
77;45;99;26
82;44;72;77
38;62;38;29
55;2;39;26
18;4;88;49
9;48;59;63
54;89;11;27
50;2;6;17
98;5;28;14
100;5;67;71
32;80;36;58
90;37;46;80
79;69;69;27
77;71;92;58
84;1;50;20
80;11;68;88
98;41;78;10
82;22;14;36
89;9;32;89
93;50;51;17
20;82;10;95
36;76;97;25
42;9;51;43
87;27;19;87
30;25;54;48
29;9;94;14
68;7;30;7
100;23;37;19
75;71;17;51
33;27;7;62
51;73;27;3
28;21;39;42
68;23;10;71
75;88;88;64
76;75;100;26
17;87;31;64
85;84;54;35
67;29;38;41
45;37;33;56
67;51;66;46
34;59;75;59
96;29;80;23
83;12;41;55
85;11;16;9
42;19;43;78
98;54;33;25
5;37;11;37
46;87;98;80
67;1;72;36
50;39;86;15
97;48;48;24
54;52;32;3
97;11;67;58
97;72;25;26
50;97;64;71
18;67;53;14
41;36;26;73
71;16;16;3
4;21;74;9
76;58;14;18
94;75;12;91
79;49;86;63
73;73;83;50
67;32;78;81
59;28;55;96
58;82;65;62
15;4;72;13
36;32;88;89
15;31;17;17
56;65;10;6
96;80;80;94
62;66;95;95
47;97;55;42
81;61;63;78
60;74;28;97
7;35;76;20
93;73;20;1
67;10;55;15
90;44;98;25
41;67;94;29
82;84;59;63
34;84;71;97
70;98;31;36
55;84;64;25
12;38;12;57
69;11;46;30
50;95;56;15
30;58;42;40
2;45;99;48
89;44;70;33
43;20;50;43
72;60;32;50
49;24;63;14
93;70;91;80
100;52;54;8
38;45;45;49
85;60;1;57
10;75;1;86
28;44;5;47
74;83;45;33
19;82;54;88
12;68;53;12
86;41;81;89
96;57;78;48
62;80;52;88
59;39;58;71
90;15;90;37
45;35;45;83
42;84;17;97
4;5;59;92
11;75;79;3
68;65;75;37
93;99;99;55
60;72;20;12
97;48;8;90
62;83;37;55
63;100;11;2
6;77;99;32
10;58;93;58
74;34;60;99
68;65;60;52
89;39;10;54
67;20;48;1
30;30;88;89
41;75;81;35
17;48;95;36
85;38;30;45
4;78;21;39
72;33;64;91
93;51;97;97
89;54;59;85
77;77;98;16
18;93;57;51
12;50;44;3
81;20;51;38
71;47;78;12
66;29;98;47
43;100;77;43
79;37;24;6
14;45;95;89
97;12;18;46
80;63;47;68
67;15;13;40
3;99;81;88
43;38;92;41
29;56;41;5
85;77;85;76
59;78;97;44
21;97;79;28
83;56;3;61
92;72;24;27
50;96;50;47
23;52;8;1
21;39;17;75
5;45;74;25
41;11;2;50
65;86;51;59
77;51;51;58
5;35;51;60
19;39;93;6
9;34;19;77
98;83;61;80
34;69;69;10
52;43;32;96
48;76;12;98
49;78;43;90
52;27;86;20
58;57;45;86
69;63;63;64
4;25;54;32
86;60;5;62
69;8;67;57
78;16;72;1
80;57;82;57
90;26;85;10
28;58;72;4
49;79;70;51
39;15;23;41
20;94;40;8
13;2;2;5
93;39;60;50
94;73;26;80
72;37;19;3
50;3;62;89
75;98;75;20
13;83;9;49
42;34;44;81
38;23;89;33
11;49;33;32
77;8;23;83
33;98;18;33
4;65;11;90
68;33;43;66
43;69;63;89
30;18;97;62
4;10;65;15
94;94;3;15
43;54;38;19
3;76;92;39
90;57;70;99
44;92;51;95
14;31;31;38
50;34;13;51
5;35;88;23
81;95;11;18
24;29;83;78
85;2;88;42
65;22;65;86
44;16;19;96
59;56;41;85
53;78;6;8
39;18;19;75
71;71;78;59
34;61;41;34
78;52;48;8
77;22;25;65
44;70;16;68
58;54;100;52
1;95;27;78
27;35;61;1
22;4;75;56
1;14;36;74
77;19;56;70
78;94;81;78
65;30;88;11
84;53;16;84
12;43;1;16
41;59;74;80
49;88;21;54
34;94;59;34
53;79;14;75
21;30;12;91
85;15;78;28
43;5;86;42
55;99;80;76
42;60;31;54
87;29;100;75
100;75;30;32
21;64;56;39
23;27;2;61
29;29;10;32
8;20;24;88
39;10;31;28
83;91;50;59
6;28;34;10
85;22;98;73
69;69;46;28
67;22;74;45
50;67;74;89
70;43;43;92
97;34;58;94
49;57;82;69
6;94;68;96
64;23;38;48
41;9;38;29
47;26;60;37
55;94;59;8
52;15;15;6
71;70;65;55
43;51;16;15
83;15;69;72
9;41;38;49
51;51;34;57
44;34;17;18
54;68;94;100
97;22;99;93
59;22;49;73
62;76;80;63
62;62;44;5
51;82;23;36
90;94;60;57
15;60;15;86
6;20;39;49
34;86;26;66
62;12;1;50
44;43;44;58
33;87;79;98
44;49;91;70
28;29;99;30
81;14;90;8
19;93;80;5
63;54;32;43
8;67;6;20
9;28;18;12
33;74;74;87
60;59;76;74
52;78;44;25
20;34;25;3
34;7;48;71
87;10;71;61
14;27;23;27
55;31;33;32
31;80;33;65
73;13;69;41
67;96;47;1
15;89;45;86
13;45;45;76
21;82;60;22
84;73;67;49
55;97;70;75
89;79;93;42
8;44;66;66
5;43;76;14
81;95;11;50
93;68;96;72
77;38;24;94
90;36;32;22
27;4;42;4
11;3;23;36
93;16;10;11
75;5;66;83
42;75;67;51
97;9;78;9
46;77;6;42
66;32;35;24
82;17;22;88
97;45;79;90
42;44;8;43
76;76;75;78
5;91;77;47
2;26;58;2
31;12;65;63
16;27;66;67
39;62;45;62
29;36;19;47
60;13;5;7
60;31;5;97
54;22;65;95
40;69;62;16
76;81;55;55
7;93;24;16
54;30;33;38
30;78;37;67
24;84;81;17
44;83;83;19
83;67;48;52
68;72;3;69
34;59;11;2
15;17;38;23
29;27;78;50
3;76;51;3
89;78;15;64
58;99;50;37
58;65;92;64
30;49;38;13
97;80;27;4
17;95;34;17
24;84;54;23
87;88;33;36
13;11;92;3
93;63;76;35
100;100;66;81
79;21;9;53
77;82;98;97
1;24;4;46
39;85;39;71
95;43;46;45
94;67;15;15
96;23;100;59
21;73;48;43
61;52;83;77
96;19;26;53
71;87;70;65
5;85;20;11
10;45;61;41
71;66;39;23
96;35;87;48
80;44;20;21
7;64;18;64
46;88;66;9
30;48;31;18
10;77;43;16
92;100;74;11
14;97;14;51
61;58;7;30
9;7;24;83
18;4;66;95
71;43;3;3
41;22;76;42
81;4;89;32
12;61;47;16
6;67;22;39
63;73;60;54
39;56;16;83
32;20;48;48
18;59;2;29
43;47;46;79
98;29;91;70
97;16;2;33
96;82;83;13
81;66;82;66
69;40;68;77
50;97;74;96
16;56;43;12
67;5;32;12
100;36;37;53
62;88;88;89
32;70;84;85
42;58;42;28
24;49;25;52
85;57;1;11
51;69;11;71
58;56;25;24
65;46;53;6
55;33;47;81
11;49;78;71
41;88;29;11
96;26;26;54
17;31;41;32
43;30;75;8
50;87;70;81
75;82;71;16
72;72;23;69
5;4;16;16
93;16;13;59
1;97;44;65
50;63;98;83
42;23;77;26
43;13;13;56
90;21;26;69
38;61;52;76
42;65;15;61
32;78;23;80
33;33;80;14
1;11;94;48
11;84;40;85
99;63;33;82
37;17;52;31
54;81;19;64
86;21;88;86
48;49;82;29
100;84;29;89
22;97;67;75
19;35;78;38
54;78;78;10
15;91;72;43
79;72;28;74
64;24;95;16
84;81;81;23
26;81;89;92
5;16;46;21
37;47;66;42
56;93;2;53
100;97;78;24
49;57;100;15
97;41;63;48
24;82;47;24
44;49;23;28
25;65;70;28
9;5;97;15
29;98;59;17
21;32;21;82
69;56;7;8
57;74;50;6
96;54;29;26
7;43;74;78
20;78;33;48
67;67;76;28
13;27;96;95
62;93;84;29
19;33;56;78
17;96;35;70
3;67;100;100
29;2;9;5
54;89;79;38
97;99;27;99
89;58;83;46
38;94;98;8
30;77;97;78
8;38;42;46
53;68;55;22
79;31;31;35
38;82;50;89
96;48;74;86
84;39;8;5
86;15;35;69
11;32;42;68
5;20;64;42
17;74;11;27
33;33;46;40
61;37;16;82
32;73;78;82
50;32;85;59
40;45;27;31
73;51;36;36
77;70;25;2
91;92;94;29
40;55;36;80
27;24;61;32
68;79;83;16
53;69;69;61
19;92;13;30
58;81;17;15
52;67;4;78
48;69;28;55
54;91;42;35
85;85;46;55
22;93;41;53
56;14;66;40
81;5;5;3
67;96;84;77
23;7;23;67
14;9;58;66
77;38;11;16
17;95;42;82
22;86;24;57
28;82;25;61
64;11;16;64
20;99;94;14
61;32;16;82
8;88;53;75
82;87;75;34
91;26;68;26
33;88;87;44
72;23;57;33
82;14;72;39
65;1;80;41
10;5;95;42
45;100;100;51
20;47;32;84
60;16;52;41
56;53;16;21
15;14;34;53
50;25;25;93
17;89;70;37
96;96;86;63
27;7;8;22
12;5;99;95
16;32;17;80
63;55;25;97
63;36;9;81
67;17;29;69
87;59;96;79
41;40;4;87
74;94;74;42
73;56;98;81
78;13;20;52
59;41;54;4
56;57;48;66
97;16;94;92
16;37;99;99
75;30;79;56
20;20;63;23
30;17;9;73
79;2;9;30
63;1;77;63
89;80;17;13
36;100;67;39
45;52;90;2
4;53;70;47
46;73;67;41
20;78;56;78
64;41;53;61
79;16;97;19
14;100;19;34
77;20;83;88
50;75;5;18
48;48;79;60
57;69;26;59
27;13;24;82
93;4;43;71
41;37;41;100
40;30;23;65
80;92;1;44
74;19;92;41
24;2;16;42
57;67;94;76
73;58;42;16
15;91;17;17
49;14;58;5
99;36;85;55
88;22;34;92
85;45;37;65
14;85;14;13
13;36;8;57
51;96;39;11
19;82;24;64
98;61;47;72
18;32;7;42
53;43;79;53
90;10;75;6
67;18;55;65
32;19;45;99
2;98;65;28
89;89;60;73
92;39;8;90
63;3;15;24
91;70;88;59
28;94;94;46
99;15;51;76
22;18;40;78
38;25;60;15
52;65;14;99
63;75;77;83
91;25;83;40
94;89;43;29
13;95;95;48
99;98;22;17
63;77;97;49
64;5;92;36
82;9;59;64
52;52;34;24
75;37;7;41
18;55;34;65
93;89;94;18
92;82;49;66
58;94;66;80
31;79;79;53
30;96;71;36
97;79;20;77
63;28;23;26
8;21;57;45
16;6;6;5
29;4;25;36
4;66;49;96
87;41;29;46
70;86;74;66
64;46;26;66
17;49;83;17
38;6;70;66
16;100;98;79
12;86;28;97
44;99;59;56
24;14;79;14
42;55;5;21
37;33;43;65
97;81;9;74
27;64;42;10
25;77;92;87
40;85;40;18
88;78;61;59
2;75;21;77
38;8;38;15
35;92;69;64
89;81;44;44
1;100;42;82
74;10;26;6
95;36;88;28
63;100;70;32
20;22;29;88
39;50;28;80
43;86;47;11
42;45;58;67
68;33;44;40
38;37;75;6
6;98;25;57
51;57;58;57
39;37;85;61
54;29;44;20
67;7;74;16
91;28;93;17
79;88;46;88
45;39;23;61
81;33;69;89
30;22;65;14
81;96;83;55
30;88;74;66
46;7;41;41
36;7;27;78
24;39;8;1
67;76;37;81
80;17;91;27
12;76;46;46
60;67;27;87
17;83;32;10
55;64;77;6
97;44;67;69
37;31;69;52
87;27;69;69
48;92;38;82
64;84;100;7
62;91;89;28
46;30;67;96
19;67;67;99
60;37;91;64
8;4;5;13
85;32;42;31
85;47;36;5
56;36;84;41
68;56;56;14
25;49;81;35
87;70;41;21
6;50;23;95
85;86;39;99
11;67;67;82
55;81;80;78
98;50;51;55
48;65;31;98
21;88;30;81
62;30;16;17
79;82;82;71
24;88;47;50
73;80;50;54
95;27;19;59
38;74;60;8
45;33;73;84
100;75;68;75
50;21;53;4
64;37;8;75
90;63;55;20
55;19;40;54
93;57;64;64
92;68;75;90
79;89;14;88
34;53;89;63
18;86;23;78
48;91;94;81
46;25;46;54
23;35;72;26
15;81;2;89
73;60;72;71
28;58;48;42
74;74;12;56
74;85;54;39
19;18;97;23
26;97;29;6
26;40;1;7
95;26;59;96
25;25;36;55
83;64;42;79
22;100;98;69
74;62;54;100
58;31;96;31
99;12;89;36
26;91;14;54
36;82;2;57
81;69;98;40
24;79;49;85
58;81;65;72
6;99;67;6
7;41;77;10
91;67;60;97
43;55;34;70
61;36;18;67
84;9;9;36
8;48;25;90
48;66;81;16
81;34;63;2
40;74;55;15
8;24;44;28
13;84;84;40
40;41;82;1
45;53;44;45
26;13;66;62
71;21;60;86
24;22;51;64
66;7;15;70
81;8;15;86
44;99;87;45
100;60;19;20
9;71;18;83
41;41;100;21
11;37;90;20
40;33;33;75
99;52;74;1
50;76;73;5
27;54;77;25
29;9;91;67
51;55;45;10
31;22;82;100
54;31;19;84
91;97;6;15
33;47;11;33
48;6;58;60
8;61;32;44
24;6;97;92
38;8;2;51
6;73;12;6
48;76;54;63
24;66;91;8
98;43;77;84
97;37;23;79
44;24;93;14
33;33;65;18
56;95;6;61
81;92;82;12
59;4;36;33
56;88;16;38
23;69;60;4
53;91;91;58
38;42;4;69
82;95;95;82
47;51;10;18
50;22;14;47
48;14;90;62
39;55;72;14
51;82;91;60
3;98;78;68
87;30;42;51
53;4;33;41
27;27;14;55
53;8;77;96
9;83;15;90
32;12;54;88
86;52;20;98
50;94;80;79
97;30;90;97
34;32;95;40
59;81;48;86
59;70;18;86
84;8;80;55
64;42;42;55
31;67;89;29
7;75;52;7
58;86;68;45
72;8;40;5
56;24;9;61
35;67;66;37
74;25;20;89
52;47;39;9
68;5;83;33
35;51;39;89
42;16;24;24
16;84;79;92
35;36;45;35
14;2;15;4
39;45;46;30
70;91;16;22
22;60;51;98
63;38;2;33
38;92;54;1
8;77;90;80
50;46;96;88
73;65;63;73
17;39;91;58
81;53;53;26
19;38;31;27
51;73;23;49
46;43;52;83
38;40;63;100
81;55;15;86
92;25;26;80
53;37;47;98
67;34;64;26
37;58;37;67
98;8;85;56
35;23;1;6
38;56;51;36
12;5;9;28
47;4;3;72
45;61;61;29
86;15;2;33
41;51;28;4
100;98;48;48
90;100;70;22
61;21;72;93
99;51;32;9
96;88;86;69
16;89;84;33
44;92;59;98
5;34;44;87
86;86;42;49
42;93;17;59
81;96;27;78
3;33;94;50
83;3;81;35
65;31;95;15
64;43;70;70
26;87;78;87
14;100;83;29
54;25;13;43
6;59;12;29
28;8;45;67
22;58;74;29
29;69;39;46
72;15;65;65
87;16;69;77
49;76;5;58
40;80;82;75
35;80;99;17
45;45;15;62
70;41;34;97
61;34;70;43
92;7;19;47
88;71;8;96
54;77;66;65
35;98;87;56
31;27;76;64
16;87;27;43
67;3;67;54
85;15;78;66
28;11;85;2
54;58;28;15
15;5;83;61
22;78;52;22
4;34;27;7
88;2;46;27
86;38;71;23
41;74;99;94
76;45;55;16
50;76;99;99
78;81;97;74
59;19;20;15
29;76;27;96
49;31;78;75
55;26;90;50
45;82;76;45
88;31;94;19
27;65;58;86
64;36;97;31
26;41;36;13
2;9;2;77
28;20;27;17
96;21;92;34
18;84;42;77
57;9;47;7
35;47;19;76
7;34;34;90
25;34;62;20
65;41;15;18
60;59;48;21
28;3;6;32
38;56;56;24
85;60;2;92
49;45;78;17
10;84;96;37
47;83;62;33
99;10;20;42
30;21;93;93
61;11;5;92
26;30;13;34
96;67;22;31
59;72;33;78
68;68;22;69
66;3;50;18
73;32;2;64
50;59;62;17
33;32;54;88
7;14;18;17
41;37;37;51
30;75;66;62
63;33;92;96
6;82;4;81
43;6;59;77
88;13;42;88
84;50;70;31
33;71;52;22
94;55;41;100
82;41;23;48
7;86;91;4
52;90;85;52
30;64;49;38
40;40;68;21
80;32;89;15
89;79;17;30
4;73;70;14
30;5;49;31
57;11;57;68
31;26;54;39
31;5;73;44
50;69;56;69
96;56;22;69
76;78;82;94
16;66;69;84
9;82;55;31
25;34;82;90
19;29;16;89
91;75;23;49
16;36;75;73
59;98;58;32
33;96;67;97
65;58;50;60
40;40;38;70
2;71;8;67
80;67;43;11
86;58;22;61
13;94;75;7
69;59;80;93
40;71;15;40
25;8;70;84
88;1;17;35
48;50;23;6
25;60;52;64
14;45;66;45
11;88;96;18
9;99;49;6
45;57;100;14
10;97;48;17
43;49;63;58
61;33;61;23
93;89;8;14
87;96;22;36
27;71;54;55
48;79;90;46
91;2;36;2
67;33;3;14
15;49;2;6
57;24;39;73
98;65;56;64
37;74;38;77
58;36;40;58
35;56;8;98
37;80;63;16
69;78;94;81
37;80;85;33
98;41;65;65
86;5;78;9
40;49;19;12
34;62;75;86
61;87;22;6
99;68;80;4
66;66;92;43
12;36;12;16
33;1;20;17
8;75;65;11
87;31;98;57
67;31;35;87
38;71;80;71
56;95;24;5
21;51;50;95
57;76;53;75
7;3;7;92
89;44;31;97
79;89;27;68
15;45;69;96
84;100;5;58
37;63;32;91
55;64;63;98
34;95;95;98
94;51;91;28
66;46;77;39
35;3;76;11
19;92;94;92
56;88;8;39
47;55;29;31
98;62;31;43
90;28;48;66
88;46;17;29
87;6;53;39
88;53;56;56
48;36;31;90
64;30;73;71
68;47;57;15
73;14;42;41
44;50;36;36
49;94;64;76
18;7;47;81
47;3;48;85
31;97;39;55
57;11;1;99
60;99;99;80
97;12;72;79
33;50;77;34
5;26;74;14
73;45;74;99
69;89;46;86
71;65;64;71
45;72;67;77
78;38;6;25
85;66;84;66
86;37;33;85
35;82;18;86
36;31;26;27
72;57;99;2
25;64;67;12
77;13;8;8
16;53;98;4
61;1;89;80
54;50;63;5
61;46;73;72
34;73;81;49
82;24;4;70
83;63;92;92
3;69;34;11
57;91;27;51
67;59;2;78
46;27;6;43
32;12;49;19
77;63;31;77
41;89;100;58
77;83;91;19
85;58;90;73
85;61;8;39
27;78;68;68
77;21;45;63
25;53;74;3
92;82;46;22
72;30;70;29
69;15;20;67
57;12;24;24
12;31;30;21
11;33;10;41
40;29;40;18
79;40;80;11
55;32;51;35
42;81;83;26
84;78;70;40
3;63;5;84
96;62;15;45
81;88;53;85
5;20;23;20
69;69;13;46
65;18;19;8
98;32;35;88
73;98;38;23
97;47;87;47
91;21;36;94
52;21;37;56
100;27;22;57
26;42;95;10
16;83;33;69
50;25;63;78
2;20;48;71
9;1;14;4
62;45;34;11
76;55;2;21
48;93;83;61
78;82;74;82
26;80;75;5
63;74;90;59
24;60;34;46
38;57;42;24
28;22;49;49
89;53;30;67
21;59;44;94
57;41;99;3
22;59;12;1
6;15;13;96
21;30;30;7
30;39;85;6
57;26;2;2
75;66;17;94
19;40;57;8
82;20;64;29
97;6;83;13
48;50;2;7
37;8;39;57
44;88;43;12
44;63;57;97
15;96;15;11
82;81;23;26
42;35;44;77
86;31;41;94
9;44;90;2
46;86;86;82
53;31;46;37
6;75;94;68
35;10;11;9
44;4;7;78
85;67;20;4
87;87;5;64
34;78;42;81
54;77;6;24
50;50;17;39
64;28;46;78
14;72;13;64
74;92;7;82
55;78;43;84
58;4;59;17
35;31;36;54
70;51;6;84
93;7;7;35
59;31;76;63
34;10;21;90
86;39;69;50
60;2;65;9
72;77;78;4
8;75;32;75
76;32;14;91
96;31;93;89
5;30;40;49
81;35;67;26
32;92;28;92
8;75;14;69
96;96;17;21
92;98;99;26
99;14;21;42
40;35;18;61
77;64;14;42
98;89;90;58
29;4;90;73
84;21;25;41
35;53;2;21
17;17;5;15
33;11;97;70
84;90;4;93
51;79;87;18
71;15;40;6
66;76;67;68
96;36;33;33
93;5;30;55
99;10;91;51
71;94;90;88
42;83;70;23
